iter	Passed	Remaining
208	677	2565
209	680	2559
210	682	2550
211	684	2545
212	687	2538
213	689	2532
214	691	2526
215	695	2524
216	697	2517
217	700	2511
218	702	2505
219	705	2499
220	707	2493
221	709	2487
222	712	2482
223	714	2475
224	717	2470
225	719	2465
226	722	2459
227	724	2453
228	726	2447
229	729	2441
230	731	2435
231	734	2429
232	736	2423
233	738	2417
234	741	2412
235	743	2406
236	745	2401
237	748	2395
238	750	2390
239	753	2384
240	755	2379
241	757	2374
242	760	2368
243	762	2363
244	765	2358
245	767	2352
246	770	2348
247	772	2343
248	775	2338
249	777	2333
250	781	2331
251	783	2326
252	786	2322
253	789	2319
254	792	2314
255	794	2310
256	797	2306
257	802	2307
258	805	2304
259	808	2300
260	811	2297
261	814	2293
262	817	2290
263	820	2286
264	823	2283
265	826	2279
266	828	2275
267	831	2271
268	834	2268
269	837	2263
270	840	2260
271	842	2255
272	845	2252
273	848	2248
274	851	2243
275	853	2239
276	856	2236
277	859	2232
278	862	2228
279	864	2224
280	867	2220
281	870	2215
282	872	2211
283	875	2207
284	878	2203
285	881	2199
286	883	2195
287	886	2192
288	889	2188
289	892	2184
290	895	2180
291	897	2176
292	900	2172
293	903	2168
294	906	2167
295	909	2163
296	912	2159
297	914	2155
298	917	2150
299	920	2146
300	922	2142
301	925	2138
302	927	2134
303	930	2130
304	933	2126
305	935	2121
306	938	2117
307	940	2113
308	943	2109
309	946	2105
310	948	2101
311	951	2097
312	953	2093
313	956	2089
314	958	2084
315	961	2080
316	963	2076
317	966	2072
318	968	2068
319	971	2064
320	974	2060
321	976	2056
322	979	2053
323	982	2050
324	985	2047
325	988	2044
326	991	2040
327	994	2037
328	997	2034
329	1000	2031
330	1003	2028
331	1006	2025
332	1010	2023
333	1014	2022
334	1017	2019
335	1020	2016
336	1022	2010
337	1025	2007
338	1028	2005
339	1031	2003
340	1034	2000
341	1038	1997
342	1041	1994
343	1044	1990
344	1047	1987
345	1049	1984
346	1052	1981
347	1055	1977
348	1057	1973
349	1060	1969
350	1063	1966
351	1066	1962
352	1068	1959
353	1071	1955
354	1074	1952
355	1077	1948
356	1080	1945
357	1082	1941
358	1085	1938
359	1088	1934
360	1091	1931
361	1093	1927
362	1096	1924
363	1099	1920
364	1101	1917
365	1104	1913
366	1107	1909
367	1110	1906
368	1112	1902
369	1115	1898
370	1117	1894
371	1120	1891
372	1122	1887
373	1125	1883
374	1127	1879
375	1130	1875
376	1132	1871
377	1134	1867
378	1137	1863
379	1140	1860
380	1142	1856
381	1146	1854
382	1148	1850
383	1151	1847
384	1154	1843
385	1156	1839
386	1159	1836
387	1162	1832
388	1164	1828
389	1167	1825
390	1169	1821
391	1172	1817
392	1174	1813
393	1176	1810
394	1179	1806
395	1181	1802
396	1184	1798
397	1186	1794
398	1188	1790
399	1191	1786
400	1193	1783
401	1196	1779
402	1198	1775
403	1201	1771
404	1203	1767
405	1205	1763
406	1208	1760
407	1210	1756
408	1212	1752
409	1215	1748
410	1219	1747
411	1222	1744
412	1224	1740
413	1226	1736
414	1229	1732
415	1232	1729
416	1234	1726
417	1236	1722
418	1239	1718
419	1241	1715
420	1244	1711
421	1246	1707
422	1248	1703
423	1251	1699
424	1253	1696
425	1256	1692
426	1258	1688
427	1260	1684
428	1264	1682
429	1266	1679
430	1269	1675
431	1271	1671
432	1274	1668
433	1276	1665
434	1279	1661
435	1281	1658
436	1284	1655
437	1287	1651
438	1289	1648
439	1292	1644
440	1294	1640
441	1296	1637
442	1299	1633
443	1301	1629
444	1303	1625
445	1306	1622
446	1308	1618
447	1310	1615
448	1313	1611
449	1315	1607
450	1318	1604
451	1320	1601
452	1323	1597
453	1325	1594
454	1328	1591
455	1330	1587
456	1333	1584
457	1335	1580
458	1338	1577
459	1340	1573
460	1342	1569
461	1345	1566
462	1347	1562
463	1349	1559
464	1352	1555
465	1354	1552
466	1357	1549
467	1360	1545
468	1362	1542
469	1365	1539
470	1367	1536
471	1370	1533
472	1374	1531
473	1376	1527
474	1379	1524
475	1381	1521
476	1384	1517
477	1386	1514
478	1388	1510
479	1391	1506
480	1393	1503
481	1396	1500
482	1398	1497
483	1401	1493
484	1403	1490
485	1405	1486
486	1407	1482
487	1410	1479
488	1412	1475
489	1414	1472
490	1416	1468
491	1419	1465
492	1421	1461
493	1423	1458
494	1426	1454
495	1428	1451
496	1430	1447
497	1432	1444
498	1435	1440
499	1437	1437
500	1439	1433
501	1441	1430
502	1444	1426
503	1446	1423
504	1448	1419
505	1450	1416
506	1453	1413
507	1455	1409
508	1457	1406
509	1460	1402
510	1462	1399
511	1464	1396
512	1466	1392
513	1469	1389
514	1471	1385
515	1473	1382
516	1476	1379
517	1478	1375
518	1481	1372
519	1483	1369
520	1486	1366
521	1488	1362
522	1490	1359
523	1493	1357
524	1496	1353
525	1498	1350
526	1501	1347
527	1503	1344
528	1506	1341
529	1508	1338
530	1511	1334
531	1513	1331
532	1516	1328
533	1519	1325
534	1521	1322
535	1524	1319
536	1526	1316
537	1528	1312
538	1531	1309
539	1533	1306
540	1535	1303
541	1538	1299
542	1540	1296
543	1542	1293
544	1544	1289
545	1547	1286
546	1549	1283
547	1552	1280
548	1554	1276
549	1556	1273
550	1559	1270
551	1561	1267
552	1564	1264
553	1566	1261
554	1568	1258
555	1571	1254
556	1573	1251
557	1576	1248
558	1578	1245
559	1580	1242
560	1583	1238
561	1585	1235
562	1587	1232
563	1590	1229
564	1592	1226
565	1594	1222
566	1597	1219
567	1599	1216
568	1603	1214
569	1605	1211
570	1608	1208
571	1610	1205
572	1613	1202
573	1616	1199
574	1618	1196
575	1621	1193
576	1623	1190
577	1626	1187
578	1629	1184
579	1631	1181
580	1634	1178
581	1636	1175
582	1639	1172
583	1641	1169
584	1644	1166
585	1646	1163
586	1649	1160
587	1651	1157
588	1654	1154
589	1657	1151
590	1659	1148
591	1662	1145
592	1664	1142
593	1667	1139
594	1669	1136
595	1672	1133
596	1674	1130
597	1677	1127
598	1680	1124
599	1682	1121
600	1685	1118
601	1687	1115
602	1690	1112
603	1692	1109
604	1695	1106
605	1697	1103
606	1699	1100
607	1703	1098
608	1706	1095
609	1708	1092
610	1711	1089
611	1713	1086
612	1716	1083
613	1719	1080
614	1721	1077
615	1724	1074
616	1727	1072
617	1729	1069
618	1732	1066
619	1735	1063
620	1737	1060
621	1740	1057
622	1742	1054
623	1745	1051
624	1748	1048
625	1750	1046
626	1753	1043
627	1755	1040
628	1758	1037
629	1761	1034
630	1763	1031
631	1766	1028
632	1768	1025
633	1771	1022
634	1773	1019
635	1776	1016
636	1778	1013
637	1781	1010
638	1783	1007
639	1786	1004
640	1788	1001
641	1790	998
642	1793	995
643	1795	992
644	1797	989
645	1800	986
646	1802	983
647	1804	980
648	1806	977
649	1809	974
650	1812	971
651	1814	968
652	1817	965
653	1819	962
654	1822	959
655	1824	956
656	1827	953
657	1829	950
658	1832	948
659	1835	945
660	1838	942
661	1841	939
662	1843	937
663	1846	934
664	1848	931
665	1851	928
666	1854	925
667	1856	922
668	1859	919
669	1862	917
670	1864	914
671	1867	911
672	1870	908
673	1872	905
674	1875	902
675	1878	900
676	1880	897
677	1883	894
678	1886	891
679	1888	888
680	1891	886
681	1894	883
682	1896	880
683	1899	877
684	1902	874
685	1905	872
686	1907	869
687	1910	866
688	1912	863
689	1915	860
690	1917	857
691	1920	854
692	1923	852
693	1926	849
694	1928	846
695	1931	843
696	1933	840
697	1936	837
698	1938	834
699	1940	831
700	1943	828
701	1945	825
702	1947	822
703	1950	819
704	1952	817
705	1955	814
706	1957	811
707	1960	808
708	1962	805
709	1964	802
710	1967	799
711	1969	796
712	1971	793
713	1974	790
714	1976	787
715	1979	785
716	1981	782
717	1984	779
718	1986	776
719	1988	773
720	1991	770
721	1993	767
722	1995	764
723	1998	761
724	2000	758
725	2003	756
726	2005	753
727	2007	750
728	2010	747
729	2012	744
730	2014	741
731	2017	738
732	2019	735
733	2021	732
734	2024	729
735	2026	726
736	2028	723
737	2030	721
738	2033	718
739	2035	715
740	2037	712
741	2040	709
742	2042	706
743	2045	703
744	2048	701
745	2050	698
746	2053	695
747	2055	692
748	2057	689
749	2060	686
750	2062	683
751	2064	680
752	2067	678
753	2069	675
754	2072	672
755	2074	669
756	2076	666
757	2079	663
758	2081	661
759	2084	658
760	2086	655
761	2088	652
762	2090	649
763	2093	646
764	2095	643
765	2097	640
766	2100	637
767	2102	635
768	2104	632
769	2106	629
770	2109	626
771	2111	623
772	2113	620
773	2116	617
774	2118	615
775	2120	612
776	2123	609
777	2125	606
778	2127	603
779	2129	600
780	2132	597
781	2134	595
782	2137	592
783	2139	589
784	2141	586
785	2143	583
786	2146	580
787	2148	578
788	2151	575
789	2153	572
790	2155	569
791	2158	566
792	2160	563
793	2162	561
794	2165	558
795	2168	555
796	2170	552
797	2173	550
798	2175	547
799	2177	544
800	2180	541
801	2182	538
802	2184	535
803	2187	533
804	2189	530
805	2191	527
806	2194	524
807	2196	522
808	2199	519
809	2201	516
810	2204	513
811	2206	510
812	2208	508
813	2211	505
814	2213	502
815	2215	499
816	2217	496
817	2220	493
818	2222	491
819	2225	488
820	2227	485
821	2229	482
822	2232	480
823	2234	477
824	2236	474
825	2239	471
826	2241	468
827	2243	466
828	2246	463
829	2248	460
830	2251	457
831	2253	454
832	2255	452
833	2258	449
834	2260	446
835	2262	443
836	2264	441
837	2267	438
838	2269	435
839	2271	432
840	2274	429
841	2276	427
842	2279	424
843	2281	421
844	2284	419
845	2287	416
846	2289	413
847	2291	410
848	2294	408
849	2296	405
850	2299	402
851	2301	399
852	2303	397
853	2306	394
854	2309	391
855	2311	388
856	2313	386
857	2316	383
858	2318	380
859	2320	377
860	2323	375
861	2325	372
862	2328	369
863	2330	366
864	2332	364
865	2335	361
866	2337	358
867	2339	355
868	2342	353
869	2344	350
870	2347	347
871	2349	344
872	2352	342
873	2354	339
874	2356	336
875	2359	333
876	2361	331
877	2363	328
878	2366	325
879	2368	322
880	2370	320
881	2373	317
882	2376	314
883	2378	312
884	2381	309
885	2384	306
886	2386	304
887	2389	301
888	2392	298
889	2394	296
890	2397	293
891	2400	290
892	2402	287
893	2405	285
894	2408	282
895	2410	279
896	2413	277
897	2415	274
898	2418	271
899	2420	268
900	2424	266
901	2427	263
902	2429	260
903	2432	258
904	2434	255
905	2436	252
906	2439	250
907	2441	247
908	2444	244
909	2446	241
910	2449	239
911	2451	236
912	2454	233
913	2457	231
914	2459	228
915	2462	225
916	2465	223
917	2467	220
918	2469	217
919	2472	214
920	2474	212
921	2476	209
922	2479	206
923	2481	204
924	2484	201
925	2486	198
926	2488	195
927	2491	193
928	2493	190
929	2495	187
930	2498	185
931	2500	182
932	2503	179
933	2505	177
934	2508	174
935	2510	171
936	2513	168
937	2515	166
938	2517	163
939	2520	160
940	2522	158
941	2525	155
942	2527	152
943	2530	150
944	2532	147
945	2535	144
946	2538	142
947	2541	139
948	2544	136
949	2546	134
950	2549	131
951	2551	128
952	2553	125
953	2556	123
954	2559	120
955	2561	117
956	2564	115
957	2566	112
958	2569	109
959	2571	107
960	2573	104
961	2576	101
962	2578	99
963	2580	96
964	2583	93
965	2585	91
966	2588	88
967	2590	85
968	2592	82
969	2595	80
970	2597	77
971	2599	74
972	2602	72
973	2604	69
974	2607	66
975	2609	64
976	2611	61
977	2613	58
978	2616	56
979	2618	53
980	2620	50
981	2623	48
982	2625	45
983	2627	42
984	2630	40
985	2632	37
986	2635	34
987	2637	32
988	2640	29
989	2642	26
990	2645	24
991	2648	21
992	2650	18
993	2652	16
994	2655	13
995	2657	10
996	2660	8
997	2662	5
998	2665	2
999	2667	0
